WebShare,NewsShare,YoutubeShare,WikipediaShare,Polls,Ideologia,PartitNou,PartitEstablert,PartitAlGovern,PartitAlOposicio,Resultats,Pais,IdeologiaEsq,IdeologiaDre,PartitESP,PartitPOR,PartitITA,PartitGRE,DaysLeft,meanWikipediaShare,minWikipediaShare,maxWikipediaShare,medianWikipediaShare,sumWikipediaShare,meanWebShare,minWebShare,maxWebShare,medianWebShare,sumWebShare,meanNewsShare,minNewsShare,maxNewsShare,medianNewsShare,sumNewsShare,meanPolls,minPolls,maxPolls,medianPolls,sumPolls,CandWebShare,CandNewsShare,CandYoutubeShare,CandWikipediaShare
26.5,25.0,0.0,26.5,31.7,-2.0,0,1,0,1,29.09,0.0,0,2,0,1,0,0,14,25.75,22.6,28.0,25.85,360.5,26.942857142857143,21.5,32.2,26.65,377.2,27.978571428571428,0.0,100.0,25.0,391.7,32.65714285714286,31.7,33.5,33.0,457.2,30.1,0.0,41.3,18.2
21.8,0.0,30.6,22.6,32.4,-2.0,0,1,0,1,29.09,0.0,0,2,0,1,0,0,13,25.75,22.6,28.0,25.85,360.5,26.942857142857143,21.5,32.2,26.65,377.2,27.978571428571428,0.0,100.0,25.0,391.7,32.65714285714286,31.7,33.5,33.0,457.2,28.0,0.0,24.2,17.3
22.2,25.0,48.6,23.9,33.1,-2.0,0,1,0,1,29.09,0.0,0,2,0,1,0,0,12,25.75,22.6,28.0,25.85,360.5,26.942857142857143,21.5,32.2,26.65,377.2,27.978571428571428,0.0,100.0,25.0,391.7,32.65714285714286,31.7,33.5,33.0,457.2,26.0,0.0,0.0,15.2
21.5,70.2,100.0,24.2,33.5,-2.0,0,1,0,1,29.09,0.0,0,2,0,1,0,0,11,25.75,22.6,28.0,25.85,360.5,26.942857142857143,21.5,32.2,26.65,377.2,27.978571428571428,0.0,100.0,25.0,391.7,32.65714285714286,31.7,33.5,33.0,457.2,24.2,0.0,0.0,14.5
22.1,25.0,0.0,25.4,33.3,-2.0,0,1,0,1,29.09,0.0,0,2,0,1,0,0,10,25.75,22.6,28.0,25.85,360.5,26.942857142857143,21.5,32.2,26.65,377.2,27.978571428571428,0.0,100.0,25.0,391.7,32.65714285714286,31.7,33.5,33.0,457.2,28.8,25.0,0.0,14.9
29.5,25.0,26.2,25.8,33.0,-2.0,0,1,0,1,29.09,0.0,0,2,0,1,0,0,9,25.75,22.6,28.0,25.85,360.5,26.942857142857143,21.5,32.2,26.65,377.2,27.978571428571428,0.0,100.0,25.0,391.7,32.65714285714286,31.7,33.5,33.0,457.2,44.0,0.0,0.0,27.5
32.1,0.0,0.0,26.2,32.2,-2.0,0,1,0,1,29.09,0.0,0,2,0,1,0,0,8,25.75,22.6,28.0,25.85,360.5,26.942857142857143,21.5,32.2,26.65,377.2,27.978571428571428,0.0,100.0,25.0,391.7,32.65714285714286,31.7,33.5,33.0,457.2,50.4,100.0,63.3,28.4
32.0,37.6,25.0,28.0,31.9,-2.0,0,1,0,1,29.09,0.0,0,2,0,1,0,0,7,25.75,22.6,28.0,25.85,360.5,26.942857142857143,21.5,32.2,26.65,377.2,27.978571428571428,0.0,100.0,25.0,391.7,32.65714285714286,31.7,33.5,33.0,457.2,42.2,25.0,26.7,23.8
32.2,25.0,25.0,25.8,32.1,-2.0,0,1,0,1,29.09,0.0,0,2,0,1,0,0,6,25.75,22.6,28.0,25.85,360.5,26.942857142857143,21.5,32.2,26.65,377.2,27.978571428571428,0.0,100.0,25.0,391.7,32.65714285714286,31.7,33.5,33.0,457.2,38.4,0.0,0.0,21.8
30.5,100.0,25.0,26.8,32.0,-2.0,0,1,0,1,29.09,0.0,0,2,0,1,0,0,5,25.75,22.6,28.0,25.85,360.5,26.942857142857143,21.5,32.2,26.65,377.2,27.978571428571428,0.0,100.0,25.0,391.7,32.65714285714286,31.7,33.5,33.0,457.2,29.7,25.0,25.0,19.4
25.5,0.0,100.0,27.2,33.0,-2.0,0,1,0,1,29.09,0.0,0,2,0,1,0,0,4,25.75,22.6,28.0,25.85,360.5,26.942857142857143,21.5,32.2,26.65,377.2,27.978571428571428,0.0,100.0,25.0,391.7,32.65714285714286,31.7,33.5,33.0,457.2,34.6,0.0,35.5,19.4
29.9,0.0,0.0,25.4,33.0,-2.0,0,1,0,1,29.09,0.0,0,2,0,1,0,0,3,25.75,22.6,28.0,25.85,360.5,26.942857142857143,21.5,32.2,26.65,377.2,27.978571428571428,0.0,100.0,25.0,391.7,32.65714285714286,31.7,33.5,33.0,457.2,39.1,0.0,60.7,19.7
24.6,25.0,0.0,25.9,33.0,-2.0,0,1,0,1,29.09,0.0,0,2,0,1,0,0,2,25.75,22.6,28.0,25.85,360.5,26.942857142857143,21.5,32.2,26.65,377.2,27.978571428571428,0.0,100.0,25.0,391.7,32.65714285714286,31.7,33.5,33.0,457.2,26.5,100.0,50.0,18.0
26.8,33.9,0.0,26.8,33.0,-2.0,0,1,0,1,29.09,0.0,0,2,0,1,0,0,1,25.75,22.6,28.0,25.85,360.5,26.942857142857143,21.5,32.2,26.65,377.2,27.978571428571428,0.0,100.0,25.0,391.7,32.65714285714286,31.7,33.5,33.0,457.2,24.2,25.0,0.0,19.2
22.8,25.0,0.0,21.7,7.2,-3.0,1,0,0,1,7.18,0.0,0,3,0,1,0,0,14,19.935714285714287,16.8,22.0,19.9,279.1,22.621428571428574,13.4,29.7,22.15,316.70000000000005,22.664285714285715,0.0,76.9,25.0,317.3,6.485714285714286,6.0,7.2,6.6,90.8,22.6,0.0,28.3,22.8
19.7,0.0,0.0,16.8,6.9,-3.0,1,0,0,1,7.18,0.0,0,3,0,1,0,0,13,19.935714285714287,16.8,22.0,19.9,279.1,22.621428571428574,13.4,29.7,22.15,316.70000000000005,22.664285714285715,0.0,76.9,25.0,317.3,6.485714285714286,6.0,7.2,6.6,90.8,23.4,0.0,33.3,19.5
28.4,25.0,51.4,18.6,6.6,-3.0,1,0,0,1,7.18,0.0,0,3,0,1,0,0,12,19.935714285714287,16.8,22.0,19.9,279.1,22.621428571428574,13.4,29.7,22.15,316.70000000000005,22.664285714285715,0.0,76.9,25.0,317.3,6.485714285714286,6.0,7.2,6.6,90.8,27.4,100.0,100.0,20.1
29.7,0.0,0.0,21.8,6.5,-3.0,1,0,0,1,7.18,0.0,0,3,0,1,0,0,11,19.935714285714287,16.8,22.0,19.9,279.1,22.621428571428574,13.4,29.7,22.15,316.70000000000005,22.664285714285715,0.0,76.9,25.0,317.3,6.485714285714286,6.0,7.2,6.6,90.8,30.3,0.0,39.1,22.1
28.3,25.0,34.2,22.0,6.6,-3.0,1,0,0,1,7.18,0.0,0,3,0,1,0,0,10,19.935714285714287,16.8,22.0,19.9,279.1,22.621428571428574,13.4,29.7,22.15,316.70000000000005,22.664285714285715,0.0,76.9,25.0,317.3,6.485714285714286,6.0,7.2,6.6,90.8,32.2,25.0,100.0,21.5
21.5,25.0,24.6,20.7,6.8,-3.0,1,0,0,1,7.18,0.0,0,3,0,1,0,0,9,19.935714285714287,16.8,22.0,19.9,279.1,22.621428571428574,13.4,29.7,22.15,316.70000000000005,22.664285714285715,0.0,76.9,25.0,317.3,6.485714285714286,6.0,7.2,6.6,90.8,16.0,100.0,24.0,17.2
13.4,0.0,0.0,18.0,6.6,-3.0,1,0,0,1,7.18,0.0,0,3,0,1,0,0,8,19.935714285714287,16.8,22.0,19.9,279.1,22.621428571428574,13.4,29.7,22.15,316.70000000000005,22.664285714285715,0.0,76.9,25.0,317.3,6.485714285714286,6.0,7.2,6.6,90.8,16.0,0.0,20.4,15.4
19.7,62.4,25.0,19.9,6.6,-3.0,1,0,0,1,7.18,0.0,0,3,0,1,0,0,7,19.935714285714287,16.8,22.0,19.9,279.1,22.621428571428574,13.4,29.7,22.15,316.70000000000005,22.664285714285715,0.0,76.9,25.0,317.3,6.485714285714286,6.0,7.2,6.6,90.8,23.4,25.0,55.6,24.7
21.5,25.0,25.0,19.6,6.6,-3.0,1,0,0,1,7.18,0.0,0,3,0,1,0,0,6,19.935714285714287,16.8,22.0,19.9,279.1,22.621428571428574,13.4,29.7,22.15,316.70000000000005,22.664285714285715,0.0,76.9,25.0,317.3,6.485714285714286,6.0,7.2,6.6,90.8,22.2,0.0,0.0,16.5
19.3,0.0,25.0,18.9,6.4,-3.0,1,0,0,1,7.18,0.0,0,3,0,1,0,0,5,19.935714285714287,16.8,22.0,19.9,279.1,22.621428571428574,13.4,29.7,22.15,316.70000000000005,22.664285714285715,0.0,76.9,25.0,317.3,6.485714285714286,6.0,7.2,6.6,90.8,19.8,25.0,25.0,17.5
24.5,0.0,0.0,20.9,6.0,-3.0,1,0,0,1,7.18,0.0,0,3,0,1,0,0,4,19.935714285714287,16.8,22.0,19.9,279.1,22.621428571428574,13.4,29.7,22.15,316.70000000000005,22.664285714285715,0.0,76.9,25.0,317.3,6.485714285714286,6.0,7.2,6.6,90.8,19.2,0.0,32.3,20.3
19.7,76.9,100.0,19.9,6.0,-3.0,1,0,0,1,7.18,0.0,0,3,0,1,0,0,3,19.935714285714287,16.8,22.0,19.9,279.1,22.621428571428574,13.4,29.7,22.15,316.70000000000005,22.664285714285715,0.0,76.9,25.0,317.3,6.485714285714286,6.0,7.2,6.6,90.8,32.8,0.0,39.3,18.3
24.6,25.0,0.0,18.8,6.0,-3.0,1,0,0,1,7.18,0.0,0,3,0,1,0,0,2,19.935714285714287,16.8,22.0,19.9,279.1,22.621428571428574,13.4,29.7,22.15,316.70000000000005,22.664285714285715,0.0,76.9,25.0,317.3,6.485714285714286,6.0,7.2,6.6,90.8,23.1,0.0,0.0,17.0
23.6,28.0,67.3,21.5,6.0,-3.0,1,0,0,1,7.18,0.0,0,3,0,1,0,0,1,19.935714285714287,16.8,22.0,19.9,279.1,22.621428571428574,13.4,29.7,22.15,316.70000000000005,22.664285714285715,0.0,76.9,25.0,317.3,6.485714285714286,6.0,7.2,6.6,90.8,24.2,25.0,0.0,19.6
27.8,25.0,0.0,32.6,4.5,-1.0,1,0,0,1,4.91,0.0,0,1,0,1,0,0,14,34.35714285714286,30.4,42.3,34.05,481.00000000000006,28.614285714285717,24.2,42.7,27.2,400.6,17.857142857142858,0.0,100.0,12.5,250.0,4.814285714285715,4.4,5.2,4.85,67.4,14.0,0.0,0.0,35.9
42.7,0.0,69.4,42.3,4.7,-1.0,1,0,0,1,4.91,0.0,0,1,0,1,0,0,13,34.35714285714286,30.4,42.3,34.05,481.00000000000006,28.614285714285717,24.2,42.7,27.2,400.6,17.857142857142858,0.0,100.0,12.5,250.0,4.814285714285715,4.4,5.2,4.85,67.4,23.4,0.0,0.0,42.7
35.1,25.0,0.0,38.9,5.1,-1.0,1,0,0,1,4.91,0.0,0,1,0,1,0,0,12,34.35714285714286,30.4,42.3,34.05,481.00000000000006,28.614285714285717,24.2,42.7,27.2,400.6,17.857142857142858,0.0,100.0,12.5,250.0,4.814285714285715,4.4,5.2,4.85,67.4,20.5,0.0,0.0,43.5
27.8,0.0,0.0,33.9,5.2,-1.0,1,0,0,1,4.91,0.0,0,1,0,1,0,0,11,34.35714285714286,30.4,42.3,34.05,481.00000000000006,28.614285714285717,24.2,42.7,27.2,400.6,17.857142857142858,0.0,100.0,12.5,250.0,4.814285714285715,4.4,5.2,4.85,67.4,16.7,0.0,60.9,38.4
31.7,25.0,26.5,31.5,5.1,-1.0,1,0,0,1,4.91,0.0,0,1,0,1,0,0,10,34.35714285714286,30.4,42.3,34.05,481.00000000000006,28.614285714285717,24.2,42.7,27.2,400.6,17.857142857142858,0.0,100.0,12.5,250.0,4.814285714285715,4.4,5.2,4.85,67.4,18.6,25.0,0.0,40.2
24.2,25.0,49.2,34.5,4.7,-1.0,1,0,0,1,4.91,0.0,0,1,0,1,0,0,9,34.35714285714286,30.4,42.3,34.05,481.00000000000006,28.614285714285717,24.2,42.7,27.2,400.6,17.857142857142858,0.0,100.0,12.5,250.0,4.814285714285715,4.4,5.2,4.85,67.4,16.0,0.0,48.0,35.1
26.2,100.0,0.0,34.2,4.7,-1.0,1,0,0,1,4.91,0.0,0,1,0,1,0,0,8,34.35714285714286,30.4,42.3,34.05,481.00000000000006,28.614285714285717,24.2,42.7,27.2,400.6,17.857142857142858,0.0,100.0,12.5,250.0,4.814285714285715,4.4,5.2,4.85,67.4,13.4,0.0,16.3,37.2
26.0,0.0,25.0,32.2,4.5,-1.0,1,0,0,1,4.91,0.0,0,1,0,1,0,0,7,34.35714285714286,30.4,42.3,34.05,481.00000000000006,28.614285714285717,24.2,42.7,27.2,400.6,17.857142857142858,0.0,100.0,12.5,250.0,4.814285714285715,4.4,5.2,4.85,67.4,7.0,25.0,0.0,26.9
24.3,25.0,25.0,35.1,4.5,-1.0,1,0,0,1,4.91,0.0,0,1,0,1,0,0,6,34.35714285714286,30.4,42.3,34.05,481.00000000000006,28.614285714285717,24.2,42.7,27.2,400.6,17.857142857142858,0.0,100.0,12.5,250.0,4.814285714285715,4.4,5.2,4.85,67.4,13.1,0.0,0.0,45.4
25.1,0.0,25.0,33.8,4.4,-1.0,1,0,0,1,4.91,0.0,0,1,0,1,0,0,5,34.35714285714286,30.4,42.3,34.05,481.00000000000006,28.614285714285717,24.2,42.7,27.2,400.6,17.857142857142858,0.0,100.0,12.5,250.0,4.814285714285715,4.4,5.2,4.85,67.4,15.4,25.0,25.0,45.3
27.5,0.0,0.0,30.4,5.0,-1.0,1,0,0,1,4.91,0.0,0,1,0,1,0,0,4,34.35714285714286,30.4,42.3,34.05,481.00000000000006,28.614285714285717,24.2,42.7,27.2,400.6,17.857142857142858,0.0,100.0,12.5,250.0,4.814285714285715,4.4,5.2,4.85,67.4,16.7,0.0,0.0,39.0
26.9,0.0,0.0,35.0,5.0,-1.0,1,0,0,1,4.91,0.0,0,1,0,1,0,0,3,34.35714285714286,30.4,42.3,34.05,481.00000000000006,28.614285714285717,24.2,42.7,27.2,400.6,17.857142857142858,0.0,100.0,12.5,250.0,4.814285714285715,4.4,5.2,4.85,67.4,4.7,100.0,0.0,42.2
28.5,25.0,28.8,35.5,5.0,-1.0,1,0,0,1,4.91,0.0,0,1,0,1,0,0,2,34.35714285714286,30.4,42.3,34.05,481.00000000000006,28.614285714285717,24.2,42.7,27.2,400.6,17.857142857142858,0.0,100.0,12.5,250.0,4.814285714285715,4.4,5.2,4.85,67.4,12.0,0.0,0.0,35.1
26.8,0.0,32.7,31.1,5.0,-1.0,1,0,0,1,4.91,0.0,0,1,0,1,0,0,1,34.35714285714286,30.4,42.3,34.05,481.00000000000006,28.614285714285717,24.2,42.7,27.2,400.6,17.857142857142858,0.0,100.0,12.5,250.0,4.814285714285715,4.4,5.2,4.85,67.4,11.6,25.0,42.9,31.6
30.9,0.0,24.4,29.3,41.5,-2.0,0,1,1,0,40.56,3.0,0,2,0,0,0,1,14,26.45,23.6,30.4,26.35,370.3,33.32857142857143,25.6,40.8,32.95,466.59999999999997,11.907142857142857,0.0,41.7,0.0,166.7,41.99285714285714,41.4,43.7,41.849999999999994,587.9,57.0,58.4,47.7,58.3
29.9,25.0,46.3,27.3,42.2,-2.0,0,1,1,0,40.56,3.0,0,2,0,0,0,1,13,26.45,23.6,30.4,26.35,370.3,33.32857142857143,25.6,40.8,32.95,466.59999999999997,11.907142857142857,0.0,41.7,0.0,166.7,41.99285714285714,41.4,43.7,41.849999999999994,587.9,60.0,69.1,57.8,58.5
39.7,0.0,43.1,26.1,42.4,-2.0,0,1,1,0,40.56,3.0,0,2,0,0,0,1,12,26.45,23.6,30.4,26.35,370.3,33.32857142857143,25.6,40.8,32.95,466.59999999999997,11.907142857142857,0.0,41.7,0.0,166.7,41.99285714285714,41.4,43.7,41.849999999999994,587.9,56.4,25.0,50.5,57.5
35.4,41.7,25.5,27.6,42.4,-2.0,0,1,1,0,40.56,3.0,0,2,0,0,0,1,11,26.45,23.6,30.4,26.35,370.3,33.32857142857143,25.6,40.8,32.95,466.59999999999997,11.907142857142857,0.0,41.7,0.0,166.7,41.99285714285714,41.4,43.7,41.849999999999994,587.9,53.6,25.0,66.7,60.5
25.6,0.0,16.3,24.7,41.4,-2.0,0,1,1,0,40.56,3.0,0,2,0,0,0,1,10,26.45,23.6,30.4,26.35,370.3,33.32857142857143,25.6,40.8,32.95,466.59999999999997,11.907142857142857,0.0,41.7,0.0,166.7,41.99285714285714,41.4,43.7,41.849999999999994,587.9,45.3,0.0,60.9,58.0
33.3,25.0,34.1,30.4,41.5,-2.0,0,1,1,0,40.56,3.0,0,2,0,0,0,1,9,26.45,23.6,30.4,26.35,370.3,33.32857142857143,25.6,40.8,32.95,466.59999999999997,11.907142857142857,0.0,41.7,0.0,166.7,41.99285714285714,41.4,43.7,41.849999999999994,587.9,36.7,0.0,37.1,50.1
39.5,0.0,30.2,27.4,41.4,-2.0,0,1,1,0,40.56,3.0,0,2,0,0,0,1,8,26.45,23.6,30.4,26.35,370.3,33.32857142857143,25.6,40.8,32.95,466.59999999999997,11.907142857142857,0.0,41.7,0.0,166.7,41.99285714285714,41.4,43.7,41.849999999999994,587.9,46.9,25.0,47.5,51.9
37.0,0.0,24.6,26.9,41.7,-2.0,0,1,1,0,40.56,3.0,0,2,0,0,0,1,7,26.45,23.6,30.4,26.35,370.3,33.32857142857143,25.6,40.8,32.95,466.59999999999997,11.907142857142857,0.0,41.7,0.0,166.7,41.99285714285714,41.4,43.7,41.849999999999994,587.9,54.7,100.0,48.1,53.6
40.8,25.0,43.5,25.7,41.9,-2.0,0,1,1,0,40.56,3.0,0,2,0,0,0,1,6,26.45,23.6,30.4,26.35,370.3,33.32857142857143,25.6,40.8,32.95,466.59999999999997,11.907142857142857,0.0,41.7,0.0,166.7,41.99285714285714,41.4,43.7,41.849999999999994,587.9,63.6,0.0,44.4,54.2
31.7,25.0,19.3,23.8,41.8,-2.0,0,1,1,0,40.56,3.0,0,2,0,0,0,1,5,26.45,23.6,30.4,26.35,370.3,33.32857142857143,25.6,40.8,32.95,466.59999999999997,11.907142857142857,0.0,41.7,0.0,166.7,41.99285714285714,41.4,43.7,41.849999999999994,587.9,43.3,0.0,28.6,54.1
26.7,25.0,38.8,23.6,41.9,-2.0,0,1,1,0,40.56,3.0,0,2,0,0,0,1,4,26.45,23.6,30.4,26.35,370.3,33.32857142857143,25.6,40.8,32.95,466.59999999999997,11.907142857142857,0.0,41.7,0.0,166.7,41.99285714285714,41.4,43.7,41.849999999999994,587.9,49.7,100.0,44.7,58.2
30.2,0.0,24.8,26.2,42.3,-2.0,0,1,1,0,40.56,3.0,0,2,0,0,0,1,3,26.45,23.6,30.4,26.35,370.3,33.32857142857143,25.6,40.8,32.95,466.59999999999997,11.907142857142857,0.0,41.7,0.0,166.7,41.99285714285714,41.4,43.7,41.849999999999994,587.9,49.6,25.0,53.4,51.5
33.3,0.0,23.3,26.5,41.8,-2.0,0,1,1,0,40.56,3.0,0,2,0,0,0,1,2,26.45,23.6,30.4,26.35,370.3,33.32857142857143,25.6,40.8,32.95,466.59999999999997,11.907142857142857,0.0,41.7,0.0,166.7,41.99285714285714,41.4,43.7,41.849999999999994,587.9,60.6,0.0,41.2,57.1
32.6,0.0,17.2,24.8,43.7,-2.0,0,1,1,0,40.56,3.0,0,2,0,0,0,1,1,26.45,23.6,30.4,26.35,370.3,33.32857142857143,25.6,40.8,32.95,466.59999999999997,11.907142857142857,0.0,41.7,0.0,166.7,41.99285714285714,41.4,43.7,41.849999999999994,587.9,50.0,0.0,46.6,60.1
35.4,0.0,22.8,26.5,19.6,2.0,1,0,0,1,17.83,3.0,2,0,0,0,0,1,14,26.2,23.6,29.7,26.0,366.8,30.8,23.5,36.4,31.0,431.2,49.99285714285715,0.0,100.0,25.0,699.9000000000001,19.535714285714285,18.2,20.5,19.55,273.5,22.6,0.0,42.3,26.7
36.4,25.0,8.3,29.5,19.7,2.0,1,0,0,1,17.83,3.0,2,0,0,0,0,1,13,26.2,23.6,29.7,26.0,366.8,30.8,23.5,36.4,31.0,431.2,49.99285714285715,0.0,100.0,25.0,699.9000000000001,19.535714285714285,18.2,20.5,19.55,273.5,28.2,30.9,25.0,29.7
29.3,100.0,34.0,29.7,19.3,2.0,1,0,0,1,17.83,3.0,2,0,0,0,0,1,12,26.2,23.6,29.7,26.0,366.8,30.8,23.5,36.4,31.0,431.2,49.99285714285715,0.0,100.0,25.0,699.9000000000001,19.535714285714285,18.2,20.5,19.55,273.5,29.8,25.0,42.9,29.2
28.6,20.2,32.9,25.6,19.3,2.0,1,0,0,1,17.83,3.0,2,0,0,0,0,1,11,26.2,23.6,29.7,26.0,366.8,30.8,23.5,36.4,31.0,431.2,49.99285714285715,0.0,100.0,25.0,699.9000000000001,19.535714285714285,18.2,20.5,19.55,273.5,26.8,25.0,22.7,25.8
35.4,100.0,37.4,26.4,19.7,2.0,1,0,0,1,17.83,3.0,2,0,0,0,0,1,10,26.2,23.6,29.7,26.0,366.8,30.8,23.5,36.4,31.0,431.2,49.99285714285715,0.0,100.0,25.0,699.9000000000001,19.535714285714285,18.2,20.5,19.55,273.5,50.9,100.0,39.1,31.1
31.4,25.0,29.3,25.4,19.9,2.0,1,0,0,1,17.83,3.0,2,0,0,0,0,1,9,26.2,23.6,29.7,26.0,366.8,30.8,23.5,36.4,31.0,431.2,49.99285714285715,0.0,100.0,25.0,699.9000000000001,19.535714285714285,18.2,20.5,19.55,273.5,53.3,100.0,58.4,38.5
27.4,0.0,23.5,26.3,20.5,2.0,1,0,0,1,17.83,3.0,2,0,0,0,0,1,8,26.2,23.6,29.7,26.0,366.8,30.8,23.5,36.4,31.0,431.2,49.99285714285715,0.0,100.0,25.0,699.9000000000001,19.535714285714285,18.2,20.5,19.55,273.5,37.8,25.0,36.1,34.9
32.0,100.0,21.9,27.1,20.3,2.0,1,0,0,1,17.83,3.0,2,0,0,0,0,1,7,26.2,23.6,29.7,26.0,366.8,30.8,23.5,36.4,31.0,431.2,49.99285714285715,0.0,100.0,25.0,699.9000000000001,19.535714285714285,18.2,20.5,19.55,273.5,27.4,0.0,42.3,32.9
23.5,25.0,0.0,28.3,19.7,2.0,1,0,0,1,17.83,3.0,2,0,0,0,0,1,6,26.2,23.6,29.7,26.0,366.8,30.8,23.5,36.4,31.0,431.2,49.99285714285715,0.0,100.0,25.0,699.9000000000001,19.535714285714285,18.2,20.5,19.55,273.5,18.7,29.5,30.3,30.9
35.3,25.0,23.0,23.6,19.5,2.0,1,0,0,1,17.83,3.0,2,0,0,0,0,1,5,26.2,23.6,29.7,26.0,366.8,30.8,23.5,36.4,31.0,431.2,49.99285714285715,0.0,100.0,25.0,699.9000000000001,19.535714285714285,18.2,20.5,19.55,273.5,20.0,32.0,20.0,30.6
26.7,25.0,11.0,24.0,19.4,2.0,1,0,0,1,17.83,3.0,2,0,0,0,0,1,4,26.2,23.6,29.7,26.0,366.8,30.8,23.5,36.4,31.0,431.2,49.99285714285715,0.0,100.0,25.0,699.9000000000001,19.535714285714285,18.2,20.5,19.55,273.5,14.7,0.0,31.7,27.5
30.6,100.0,27.1,25.7,19.0,2.0,1,0,0,1,17.83,3.0,2,0,0,0,0,1,3,26.2,23.6,29.7,26.0,366.8,30.8,23.5,36.4,31.0,431.2,49.99285714285715,0.0,100.0,25.0,699.9000000000001,19.535714285714285,18.2,20.5,19.55,273.5,28.4,25.0,25.4,36.1
32.2,54.7,27.4,23.9,19.4,2.0,1,0,0,1,17.83,3.0,2,0,0,0,0,1,2,26.2,23.6,29.7,26.0,366.8,30.8,23.5,36.4,31.0,431.2,49.99285714285715,0.0,100.0,25.0,699.9000000000001,19.535714285714285,18.2,20.5,19.55,273.5,15.2,0.0,23.7,30.6
27.0,100.0,12.9,24.8,18.2,2.0,1,0,0,1,17.83,3.0,2,0,0,0,0,1,1,26.2,23.6,29.7,26.0,366.8,30.8,23.5,36.4,31.0,431.2,49.99285714285715,0.0,100.0,25.0,699.9000000000001,19.535714285714285,18.2,20.5,19.55,273.5,20.0,0.0,23.0,24.7
18.5,100.0,29.9,19.2,11.6,1.0,0,1,0,1,11.84,3.0,1,0,0,0,0,1,14,19.071428571428573,15.3,21.6,19.15,267.0,16.392857142857142,11.2,23.3,16.05,229.5,25.942857142857143,0.0,100.0,25.0,363.2,11.864285714285714,11.1,12.7,11.8,166.1,14.0,0.0,3.6,6.0
11.2,25.0,25.4,20.5,11.7,1.0,0,1,0,1,11.84,3.0,1,0,0,0,0,1,13,19.071428571428573,15.3,21.6,19.15,267.0,16.392857142857142,11.2,23.3,16.05,229.5,25.942857142857143,0.0,100.0,25.0,363.2,11.864285714285714,11.1,12.7,11.8,166.1,8.2,0.0,17.2,5.6
13.8,0.0,12.2,20.8,11.8,1.0,0,1,0,1,11.84,3.0,1,0,0,0,0,1,12,19.071428571428573,15.3,21.6,19.15,267.0,16.392857142857142,11.2,23.3,16.05,229.5,25.942857142857143,0.0,100.0,25.0,363.2,11.864285714285714,11.1,12.7,11.8,166.1,8.5,25.0,0.0,5.9
13.1,38.2,30.2,19.1,11.8,1.0,0,1,0,1,11.84,3.0,1,0,0,0,0,1,11,19.071428571428573,15.3,21.6,19.15,267.0,16.392857142857142,11.2,23.3,16.05,229.5,25.942857142857143,0.0,100.0,25.0,363.2,11.864285714285714,11.1,12.7,11.8,166.1,12.5,25.0,0.0,6.2
15.9,0.0,13.0,21.6,11.6,1.0,0,1,0,1,11.84,3.0,1,0,0,0,0,1,10,19.071428571428573,15.3,21.6,19.15,267.0,16.392857142857142,11.2,23.3,16.05,229.5,25.942857142857143,0.0,100.0,25.0,363.2,11.864285714285714,11.1,12.7,11.8,166.1,0.0,0.0,0.0,4.3
15.7,25.0,36.6,20.8,11.4,1.0,0,1,0,1,11.84,3.0,1,0,0,0,0,1,9,19.071428571428573,15.3,21.6,19.15,267.0,16.392857142857142,11.2,23.3,16.05,229.5,25.942857142857143,0.0,100.0,25.0,363.2,11.864285714285714,11.1,12.7,11.8,166.1,5.0,0.0,4.5,4.7
14.2,100.0,30.7,20.3,11.1,1.0,0,1,0,1,11.84,3.0,1,0,0,0,0,1,8,19.071428571428573,15.3,21.6,19.15,267.0,16.392857142857142,11.2,23.3,16.05,229.5,25.942857142857143,0.0,100.0,25.0,363.2,11.864285714285714,11.1,12.7,11.8,166.1,11.2,25.0,6.6,6.6
19.0,0.0,29.8,19.2,11.4,1.0,0,1,0,1,11.84,3.0,1,0,0,0,0,1,7,19.071428571428573,15.3,21.6,19.15,267.0,16.392857142857142,11.2,23.3,16.05,229.5,25.942857142857143,0.0,100.0,25.0,363.2,11.864285714285714,11.1,12.7,11.8,166.1,10.4,0.0,2.9,6.2
16.2,25.0,39.3,17.8,11.9,1.0,0,1,0,1,11.84,3.0,1,0,0,0,0,1,6,19.071428571428573,15.3,21.6,19.15,267.0,16.392857142857142,11.2,23.3,16.05,229.5,25.942857142857143,0.0,100.0,25.0,363.2,11.864285714285714,11.1,12.7,11.8,166.1,11.2,50.0,9.1,7.1
12.5,25.0,36.6,18.8,12.0,1.0,0,1,0,1,11.84,3.0,1,0,0,0,0,1,5,19.071428571428573,15.3,21.6,19.15,267.0,16.392857142857142,11.2,23.3,16.05,229.5,25.942857142857143,0.0,100.0,25.0,363.2,11.864285714285714,11.1,12.7,11.8,166.1,10.0,35.0,0.0,6.4
19.0,25.0,28.2,15.3,12.0,1.0,0,1,0,1,11.84,3.0,1,0,0,0,0,1,4,19.071428571428573,15.3,21.6,19.15,267.0,16.392857142857142,11.2,23.3,16.05,229.5,25.942857142857143,0.0,100.0,25.0,363.2,11.864285714285714,11.1,12.7,11.8,166.1,11.9,0.0,5.7,6.3
